,,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06041 Clerk of the Circuit Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413047 Transfer Fees,,,,,,,,"16,442","16,665",,,"16,665",,"16,665",,"17,338",,"17,685","18,039",,"18,400"
,,,,,,,,,,,,,,,,,,,,,
415008 Court Costs,,,,,,,,218,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"9,006",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,"100,588",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415021 Commonwealth's Attorney Fees,,,,,,,,"48,345","20,523",,,"20,523",,"30,000",,"31,827",,"32,782","33,765",,"34,778"
,,,,,,,,,,,,,,,,,,,,,
416147 Court Ordered Reimbursement,,,,,,,,0,"3,725",,,"3,725",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,"136,456",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421004 Clerk of the Circuit Court Reimbursement,,,,,,,,"1,793,439","1,870,824",,,"1,870,824",,"1,891,459",,"1,948,581",,"1,977,810","2,007,477",,"2,037,589"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06041,,,,,,,"2,104,494",,"1,911,737",,"1,911,737",,"1,938,124","1,997,746",,"2,028,277","2,059,281",,"2,090,767"
,,,,,,,,,,,,,,,,,,,,,
,,0061 Courts and Courts' Support,,,,,,"2,108,243","1,986,883",,,"1,986,883",,"2,013,270",,"2,077,468",,"2,110,391","2,143,858",,"2,177,882"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0062 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06020 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421006 Commonwealth's Attorney Reimbursement,,,,,,,,"2,341,413","2,380,078",,,"2,380,078",,"2,518,979",,"2,590,917",,"2,627,697","2,665,029",,"2,702,921"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06020,,,,,,,"2,341,413",,"2,380,078",,"2,380,078",,"2,518,979","2,590,917",,"2,627,697","2,665,029",,"2,702,921"
,,,,,,,,,,,,,,,,,,,,,
,,0062 Commonwealth's Attorney,,,,,,"2,341,413","2,380,078",,,"2,380,078",,"2,518,979",,"2,590,917",,"2,627,697","2,665,029",,"2,702,921"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0070 Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
07011 Public Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415041 Obstetrical Services,,,,,,,,36,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415047 MH/MR/SA Self-Pay,,,,,,,,1,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"1,272",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416092 Refund of Surplus Health Department,,,,,,,,"56,009","53,572",,,"53,572",,"53,572",,"56,835",,"58,540","60,296",,"62,105"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421007 Healthy Families Reimbursement,,,,,,,,0,0,,,0,,"127,387",,"127,387",,"127,387","127,387",,"127,387"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421015 Health Department - Auto Expenses Reimbursement,,,,,,,,"5,887","8,671",,,"8,671",,"8,671",,"8,933",,"9,067","9,203",,"9,341"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433031 SEVAMP Grant,,,,,,,,"6,664","35,000",,,"35,000",,"35,000",,"35,175",,"35,351","35,528",,"35,705"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 07011,,,,,,,"69,869",,"97,243",,"97,243",,"224,630","228,330",,"230,345","232,414",,"234,538"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0070 Health,,"69,869","97,243",,,"97,243",,"224,630",,"228,330",,"230,345","232,414",,"234,538"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09010 Director's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416147 Court Ordered Reimbursement,,,,,,,,"1,823",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09010,,,,,,,"1,823",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09012 False Alarms,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415022 Police - False Alarm Fees,,,,,,,,"391,121","369,750",,,"369,750",,"376,170",,"396,267",,"406,770","417,588",,"428,731"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09012,,,,,,,"391,121",,"369,750",,"369,750",,"376,170","396,267",,"406,770","417,588",,"428,731"
,,,,,,,,,,,,,,,,,,,,,
09015 Personnel and Training,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,35,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"9,082",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09015,,,,,,,"9,117",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,3,,,,,12/6/2013   9:39:42AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,,FY 2013,,FY 2014,,FY 2015,,FY 2016,FY 2017,,FY 2018
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09017 Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413009 Taxi Driver Permits,,,,,,,,"13,530","17,800",,,"17,800",,"15,600",,"16,230",,"16,555","16,886",,"17,224"
,,,,,,,,,,,,,,,,,,,,,
413017 Abandoned Vehicle Franchise,,,,,,,,"64,014","24,400",,,"24,400",,"60,000",,"62,424",,"63,672","64,945",,"66,244"
,,,,,,,,,,,,,,,,,,,,,
413019 Precious Metal Dealer Permit,,,,,,,,"61,675","43,500",,,"43,500",,"45,000",,"46,818",,"47,754","48,709",,"49,683"
,,,,,,,,,,,,,,,,,,,,,
413100 Taxi Cab Inspection Fee,,,,,,,,"12,820","10,500",,,"10,500",,"12,200",,"12,693",,"12,947","13,206",,"13,470"
,,,,,,,,,,,,,,,,,,,,,
414075 Bicycle Auctions/Unclaimed Property,,,,,,,,"6,573","9,600",,,"9,600",,"9,500",,"9,691",,"9,788","9,886",,"9,985"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414307 Interest on Property and Evidence,,,,,,,,479,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415023 Sale of Police Reports,,,,,,,,"212,662","204,500",,,"204,500",,"265,000",,"278,094",,"284,937","291,985",,"299,245"
,,,,,,,,,,,,,,,,,,,,,
416011 Donations,,,,,,,,"2,750",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,10,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"2,225",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09017,,,,,,,"376,738",,"310,300",,"310,300",,"407,300","425,950",,"435,653","445,617",,"455,851"
,,,,,,,,,,,,,,,,,,,,,
09020 Uniform Patrol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"49,720",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417005 Overweight Vehicle Fees,,,,,,,,0,"124,000",,,"124,000",,"110,000",,"112,200",,"114,444","116,733",,"119,068"
,,,,,,,,,,,,,,,,,,,,,
417007 DUI Response Reimbursements,,,,,,,,"52,660","31,000",,,"31,000",,"33,600",,"34,957",,"35,656","36,369",,"37,096"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09020,,,,,,,"102,380",,"155,000",,"155,000",,"143,600","147,157",,"150,100","153,102",,"156,164"
,,,,,,,,,,,,,,,,,,,,,
09021 Red Light Camera Program,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
417012 Violations - Red Light Cameras,,,,,,,,"2,152,265","2,279,360",,,"2,279,360",,"1,807,900",,"1,880,939",,"1,918,558","1,956,929",,"1,996,068"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09021,,,,,,,"2,152,265",,"2,279,360",,"2,279,360",,"1,807,900","1,880,939",,"1,918,558","1,956,929",,"1,996,068"
,,,,,,,,,,,,,,,,,,,,,
09024 Mounted Patrol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"3,895",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
418002 Receipts - Miscellaneous,,,,,,,,485,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09024,,,,,,,"4,380",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09025 Marine Patrol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,655,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09025,,,,,,,655,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09028 Investigative Division,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415208 Cash Over/Short,,,,,,,,10,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,178,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09028,,,,,,,188,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09029 Special Investigative Unit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"1,468",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09029,,,,,,,"1,468",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09042 Commercial Extraditions,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422025 State Prisoner Transportation,,,,,,,,"353,466","371,950",,,"371,950",,"375,000",,"386,325",,"392,120","398,002",,"403,972"
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09042,,,,,,,"353,466",,"371,950",,"371,950",,"375,000","386,325",,"392,120","398,002",,"403,972"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,4,,,,,12/6/2013   9:39:42AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2014,,,,,,,
Account,,,,,,,,FY 2012,FY 2013,,,FY 2013,,FY 2014,,FY 2015,,FY 2016,FY 2017,,FY 2018
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
