415015 Court Order Adminstration Fees,,,,,,,,"21,380","26,300",,,"26,300",,"26,300",,"26,300",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
418042 Copier Charges,,,,,,,,412,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04034,,,,,,,"21,792",,"26,300",,"26,300",,"26,300","26,300",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
04040 Purchasing,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416375 Procurement Card Rebate - City,,,,,,,,0,"3,699",,,"3,699",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04040,,,,,,,0,,"3,699",,"3,699",,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0040 Finance,,"572,494","666,999",,,"666,999",,"666,800",,"666,800",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04001 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421002 Reimbursement - Commissioner of the Revenue,,,,,,,,"784,176","780,202",,,"675,679",,"675,973",,"675,973",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04001,,,,,,,"784,176",,"780,202",,"675,679",,"675,973","675,973",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,1,,,,,12/6/2013   9:46:07AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,,FY 2010,,FY 2011,,FY 2012,,FY 2013,FY 2014,,FY 2015
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04002 DMV Select,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422610 DMV Select Program,,,,,,,,"155,398","125,000",,,"125,000",,"125,000",,"125,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04002,,,,,,,"155,398",,"125,000",,"125,000",,"125,000","125,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,"939,574","905,202",,,"800,679",,"800,973",,"800,973",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0042 City Real Estate Assessor,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04012 City Real Estate Assessor,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416079 Farm Classification - Late Filing Fees,,,,,,,,200,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04012,,,,,,,200,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,0042 City Real Estate Assessor,,,,,,200,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0043 City Treasurer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04020 City Treasurer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413011 Administrative Fees,,,,,,,,0,0,,,0,,"640,246",,"640,246",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413032 Residential Parking Permits,,,,,,,,"1,294","30,000",,,"30,000",,"30,000",,"30,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416060 Returned Check Processing Charges,,,,,,,,"85,306","93,017",,,"93,017",,"84,050",,"85,900",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416061 City Treasurer Charges,,,,,,,,"268,314","359,631",,,"359,631",,"320,350",,"316,400",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416709 Administrative Fee - Advertising,,,,,,,,"5,248",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421001 Reimbursement - Treasurer,,,,,,,,"761,406","884,731",,,"779,801",,"666,827",,"666,827",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04020,,,,,,,"1,121,568",,"1,367,379",,"1,262,449",,"1,741,473","1,739,373",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0043 City Treasurer,,,"1,121,568","1,367,379",,,"1,262,449",,"1,741,473",,"1,739,373",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0050 Human Resources,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
05001 Director's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414069 Vending Machine Concessions,,,,,,,,"1,600",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416145 Beam Advertising,,,,,,,,"18,229","20,867",,,"20,867",,"20,867",,"20,867",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 05001,,,,,,,"19,829",,"20,867",,"20,867",,"20,867","20,867",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0050 Human Resources,,,,"19,829",,"20,867",,"20,867",,"20,867","20,867",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06016 General District Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413060 General District Court - ATM Permit Fee,,,,,,,,"1,200",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,0,"75,146",,,"75,146",,"75,146",,"75,146",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417003 Parking Tickets - Penalties,,,,,,,,22,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06016,,,,,,,"1,222",,"75,146",,"75,146",,"75,146","75,146",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
06017 Juvenile and Domestic Relations District Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"5,164",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415912 Special Events Fire Inspection Fee,,,,,,,,419,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06017,,,,,,,"5,583",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,2,,,,,12/6/2013   9:46:07AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,,FY 2010,,FY 2011,,FY 2012,,FY 2013,FY 2014,,FY 2015
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06041 Clerk of the Circuit Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
411304 City Tax on Deeds,,,,,,,,"6,492,325",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
411305 City Tax on Wills,,,,,,,,"77,086",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413047 Transfer Fees,,,,,,,,"16,079","16,665",,,"16,665",,"16,665",,"16,665",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415008 Court Costs,,,,,,,,334,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"6,737",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,"95,939",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415021 Commonwealth's Attorney Fees,,,,,,,,"20,523",0,,,0,,"20,523",,"20,523",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416147 Court Ordered Reimbursement,,,,,,,,0,"3,725",,,"3,725",,"3,725",,"3,725",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,"219,801",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421004 Reimbursement - Clerk of the Circuit Court,,,,,,,,"1,787,966","1,866,687",,,"1,607,565",,"1,870,624",,"1,607,565",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422144 State Aid Library,,,,,,,,"2,496",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06041,,,,,,,"8,719,286",,"1,887,077",,"1,627,955",,"1,911,537","1,648,478",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,0061 Courts and Courts' Support,,,,,,"8,726,091","1,962,223",,,"1,703,101",,"1,986,683",,"1,723,624",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0062 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06020 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413010 Business Closing Permits,,,,,,,,390,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421006 Reimbursement - Commonwealth's Attorney,,,,,,,,"2,514,883","2,695,676",,,"2,485,546",,"2,457,229",,"2,457,229",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422710 Other Commonwealth's Attorneys,,,,,,,,"3,750",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06020,,,,,,,"2,519,023",,"2,695,676",,"2,485,546",,"2,457,229","2,457,229",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
06022 Consumer Affairs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413010 Business Closing Permits,,,,,,,,130,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06022,,,,,,,130,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,0062 Commonwealth's Attorney,,,,,,"2,519,153","2,695,676",,,"2,485,546",,"2,457,229",,"2,457,229",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0070 Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
07011 Public Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415041 Obstetrical Services,,,,,,,,826,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416092 Refund of Surplus Health Department,,,,,,,,"34,377","10,605",,,"10,605",,"35,000",,"35,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421015 Reimbursement - Health Department - Auto Expenses,,,,,,,,"8,151","8,671",,,"8,671",,"8,671",,"8,671",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433031 SEVAMP Grant,,,,,,,,"25,113","38,572",,,"38,572",,"38,572",,"38,572",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 07011,,,,,,,"68,467",,"57,848",,"57,848",,"82,243","82,243",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0070 Health,,"68,467","57,848",,,"57,848",,"82,243",,"82,243",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09012 False Alarms,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415022 Police - False Alarm Fees,,,,,,,,"24,705","230,484",,,"230,484",,"230,484",,"230,484",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09012,,,,,,,"24,705",,"230,484",,"230,484",,"230,484","230,484",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09015 Personnel and Training,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,126,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"6,810",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09015,,,,,,,"6,936",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,3,,,,,12/6/2013   9:46:07AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,,FY 2010,,FY 2011,,FY 2012,,FY 2013,FY 2014,,FY 2015
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09017 Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413009 Taxi Driver Permits,,,,,,,,"3,030","2,004",,,"2,004",,"26,304",,"26,304",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413017 Abandoned Vehicle Franchise,,,,,,,,"33,739",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413019 Precious Metal Dealer Permit,,,,,,,,"26,600","11,593",,,"11,593",,"31,300",,"31,300",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
414075 Bicycle Auctions/Unclaimed Property,,,,,,,,"8,693","11,000",,,"11,000",,"20,000",,"20,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415022 Police - False Alarm Fees,,,,,,,,"124,775",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415023 Sale of Police Reports,,,,,,,,"213,374","145,000",,,"145,000",,"175,000",,"175,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,"4,492",0,,,0,,"13,500",,"13,500",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,91,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
420006 Demolished Vehicles,,,,,,,,-150,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09017,,,,,,,"414,644",,"169,597",,"169,597",,"266,104","266,104",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09018 K-9 Unit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"3,460",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09018,,,,,,,"3,460",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09020 Uniform Patrol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"7,195",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416357 Wal-Mart / Sam's Club,,,,,,,,"1,000",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417007 DUI Response Reimbursements,,,,,,,,"34,902",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09020,,,,,,,"43,097",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09021 Red Light Camera Program,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
417012 Violations - Red Light Cameras,,,,,,,,0,"1,955,070",,,"1,955,070",,"2,166,500",,"2,166,500",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09021,,,,,,,0,,"1,955,070",,"1,955,070",,"2,166,500","2,166,500",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09042 Commercial Extraditions,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422025 State Prisoner Transportation,,,,,,,,"374,901","680,000",,,"680,000",,"657,900",,"657,900",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09042,,,,,,,"374,901",,"680,000",,"680,000",,"657,900","657,900",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09112 Animal Control,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413001 Dog and Cat Licenses,,,,,,,,"435,119","449,961",,,"449,961",,"449,961",,"449,961",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415027 Animal Disposal Fees,,,,,,,,"1,903",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415028 Animal Adoption Fees,,,,,,,,"53,626","59,352",,,"59,352",,"59,352",,"59,352",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415029 Board and Impounding Fees,,,,,,,,"78,691","112,619",,,"112,619",,"85,000",,"85,000",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415166 Spay and Neutering Services,,,,,,,,0,0,,,0,,"132,500",,"132,500",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415208 Cash Over/Short,,,,,,,,"11,681",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415209 Other Income,,,,,,,,"1,800",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415415 Dangerous Dog Tags,,,,,,,,495,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09112,,,,,,,"583,315",,"621,932",,"621,932",,"726,813","726,813",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09303 Police Store,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414136 Sale of Police Memorabilia,,,,,,,,0,"7,500",,,"7,500",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
414301 Sale of Weapons,,,,,,,,415,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09303,,,,,,,415,,"7,500",,"7,500",,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0090 Police,,"1,451,473","3,664,583",,,"3,664,583",,"4,047,801",,"4,047,801",,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0100 Public Works,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10012 Business Center,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415128 Maps and Digital Data,,,,,,,,"4,612",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 10012,,,,,,,"4,612",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,4,,,,,12/6/2013   9:46:07AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,,FY 2010,,FY 2011,,FY 2012,,FY 2013,FY 2014,,FY 2015
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0100 Public Works,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
10310 Waste Management Program Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413038 Wetland Permits,,,,,,,,-100,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 10310,,,,,,,-100,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
10311 Bureau of Waste Disposal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
