413068 ATM Permit Fee - City Hall,,,,,,,,"7,250","4,350",,,"4,350","4,350",,"4,350",,"4,350","4,350",,"4,350"
,,,,,,,,,,,,,,,,,,,,
413069 ATM Permit Fee - Visitors' Center,,,,,,,,0,"1,450",,,"1,450","1,450",,"1,450",,"1,450","1,450",,"1,450"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,"10,323",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
416375 Procurement Card Rebate - City,,,,,,,,"21,040","40,390",,,"40,390","55,000",,"55,000",,"55,000","55,000",,"55,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04030,,,,,,,"38,612",,"47,640",,,"62,250","62,250",,"62,250","62,250",,"62,250"
,,,,,,,,,,,,,,,,,,,,
04031 Local Vehicle Registration,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416302 DMV Reimbursement - STOPS,,,,,,,,0,"591,480",,,"591,480","540,665",,"540,665",,"540,665","540,665",,"540,665"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04031,,,,,,,0,,"591,480",,,"540,665","540,665",,"540,665","540,665",,"540,665"
,,,,,,,,,,,,,,,,,,,,
04033 Comptroller's Office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,"1,350","1,740",,,"1,740","13,350",,"13,350",,"13,350","13,350",,"13,350"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04033,,,,,,,"1,350",,"1,740",,,"13,350","13,350",,"13,350","13,350",,"13,350"
,,,,,,,,,,,,,,,,,,,,
04034 Payroll,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415015 Court Order Adminstration Fees,,,,,,,,"18,070","19,500",,,"19,500","18,200",,"18,200",,"18,200","18,200",,"18,200"
,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,162,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
418042 Copier Charges,,,,,,,,230,500,,,500,400,,400,,400,400,,400
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04034,,,,,,,"18,462",,"20,000",,,"18,600","18,600",,"18,600","18,600",,"18,600"
,,,,,,,,,,,,,,,,,,,,
04040 Purchasing,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416322 Rebate - Office Supplies,,,,,,,,0,0,,,0,"55,500",,"55,500",,"55,500","55,500",,"55,500"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04040,,,,,,,0,,0,,,"55,500","55,500",,"55,500","55,500",,"55,500"
,,,,,,,,,,,,,,,,,,,,
,,,,,,0040 Finance,,"58,424","660,860",,,"660,860","690,365",,"690,365",,"690,365","690,365",,"690,365"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,1,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
04001 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
421002 Commissioner of the Revenue Reimbursement,,,,,,,,"637,283","664,562",,,"664,562","664,783",,"664,783",,"664,783","664,783",,"664,783"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04001,,,,,,,"637,283",,"664,562",,,"664,783","664,783",,"664,783","664,783",,"664,783"
,,,,,,,,,,,,,,,,,,,,
04002 DMV Select,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
422610 DMV Select Program,,,,,,,,"131,652","161,000",,,"161,000","165,000",,"165,000",,"165,000","165,000",,"165,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04002,,,,,,,"131,652",,"161,000",,,"165,000","165,000",,"165,000","165,000",,"165,000"
,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,"768,935","825,562",,,"825,562","829,783",,"829,783",,"829,783","829,783",,"829,783"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0042 City Real Estate Assessor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
04012 City Real Estate Assessor,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416079 Farm Classification - Late Filing Fees,,,,,,,,140,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"4,307",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
418002 Receipts - Miscellaneous,,,,,,,,10,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04012,,,,,,,"4,457",,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,0042 City Real Estate Assessor,,,,,,"4,457",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0043 City Treasurer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
04020 City Treasurer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
413032 Residential Parking Permits,,,,,,,,"46,202","45,689",,,"45,689","47,125",,"47,125",,"47,125","47,125",,"47,125"
,,,,,,,,,,,,,,,,,,,,
416060 Returned Check Processing Charges,,,,,,,,"64,856","64,225",,,"64,225","62,806",,"62,806",,"62,806","62,806",,"62,806"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416061 City Treasurer Charges,,,,,,,,"1,592,364","1,180,475",,,"1,180,475","750,000",,"750,000",,"750,000","750,000",,"750,000"
,,,,,,,,,,,,,,,,,,,,
416709 Administrative Fee - Advertising,,,,,,,,"8,475","13,468",,,"13,468","13,468",,"13,468",,"13,468","13,468",,"13,468"
,,,,,,,,,,,,,,,,,,,,
416914 Restitution Setup Fee,,,,,,,,"13,872","12,000",,,"12,000","12,868",,"12,868",,"12,868","12,868",,"12,868"
,,,,,,,,,,,,,,,,,,,,
416915 Restitution Late Fee,,,,,,,,"49,264","40,000",,,"40,000","45,867",,"45,867",,"45,867","45,867",,"45,867"
,,,,,,,,,,,,,,,,,,,,
416916 Restitution Processing Fee,,,,,,,,"16,566","15,000",,,"15,000","21,088",,"21,088",,"21,088","21,088",,"21,088"
,,,,,,,,,,,,,,,,,,,,
416919 Housing Collection Fee,,,,,,,,"20,822","20,000",,,"20,000","14,415",,"14,415",,"14,415","14,415",,"14,415"
,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,0,0,,,0,"1,200,000",,"1,200,000",,"1,200,000","1,200,000",,"1,200,000"
,,,,,,,,,,,,,,,,,,,,
421001 Treasurer Reimbursement,,,,,,,,"593,460","571,790",,,"571,790","629,323",,"629,323",,"629,323","629,323",,"629,323"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 04020,,,,,,,"2,405,882",,"1,962,647",,,"2,796,960","2,796,960",,"2,796,960","2,796,960",,"2,796,960"
,,,,,,,,,,,,,,,,,,,,
,,,,,0043 City Treasurer,,,"2,405,882","1,962,647",,,"1,962,647","2,796,960",,"2,796,960",,"2,796,960","2,796,960",,"2,796,960"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0050 Human Resources,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
05001 Director's Office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
414069 Vending Machine Concessions,,,,,,,,"1,000",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,9,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
416145 Beam Advertising,,,,,,,,"19,152","20,867",,,"20,867","20,867",,"20,867",,"20,867","20,867",,"20,867"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 05001,,,,,,,"20,161",,"20,867",,,"20,867","20,867",,"20,867","20,867",,"20,867"
,,,,,,,,,,,,,,,,,,,,
05005 Learning and Development,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416007 PSDT Contributions,,,,,,,,"1,000",750,,,750,750,,750,,750,750,,750
,,,,,,,,,,,,,,,,,,,,
,,Org Code 05005,,,,,,,"1,000",,750,,,750,750,,750,750,,750
,,,,,,,,,,,,,,,,,,,,
,,,,,0050 Human Resources,,,,"21,161",,"21,617",,,"21,617","21,617",,"21,617","21,617",,"21,617"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,2,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
06016 General District Court,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,"94,344","75,146",,,"75,146","75,146",,"75,146",,"75,146","75,146",,"75,146"
,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,"3,430,604",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 06016,,,,,,,"3,524,948",,"75,146",,,"75,146","75,146",,"75,146","75,146",,"75,146"
,,,,,,,,,,,,,,,,,,,,
06017 Juvenile and Domestic Relations District Court,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"3,736",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,884,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,"24,275",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 06017,,,,,,,"28,894",,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
06041 Clerk of the Circuit Court,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
411304 City Tax on Deeds,,,,,,,,"7,458,847",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
411305 City Tax on Wills,,,,,,,,"71,622",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
413047 Transfer Fees,,,,,,,,"18,233","16,665",,,"16,665","16,665",,"16,665",,"16,665","16,665",,"16,665"
,,,,,,,,,,,,,,,,,,,,
415008 Court Costs,,,,,,,,144,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"8,645",0,,,0,"2,800",,"2,800",,"2,800","2,800",,"2,800"
,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,"15,636",0,,,0,"3,000",,"3,000",,"3,000","3,000",,"3,000"
,,,,,,,,,,,,,,,,,,,,
415021 Commonwealth's Attorney Fees,,,,,,,,"46,566","30,000",,,"30,000","30,000",,"30,000",,"30,000","30,000",,"30,000"
,,,,,,,,,,,,,,,,,,,,
416147 Court Ordered Reimbursement,,,,,,,,0,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,"165,577",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
421004 Clerk of the Circuit Court Reimbursement,,,,,,,,"1,816,567","1,891,459",,,"1,891,459","1,891,459",,"1,891,459",,"1,891,459","1,891,459",,"1,891,459"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 06041,,,,,,,"9,601,837",,"1,938,124",,,"1,943,924","1,943,924",,"1,943,924","1,943,924",,"1,943,924"
,,,,,,,,,,,,,,,,,,,,
,,0061 Courts and Courts' Support,,,,,,"13,155,680","2,013,270",,,"2,013,270","2,019,070",,"2,019,070",,"2,019,070","2,019,070",,"2,019,070"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0062 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
06020 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
421006 Commonwealth's Attorney Reimbursement,,,,,,,,"2,322,388","2,518,979",,,"2,518,979","2,518,979",,"2,518,979",,"2,518,979","2,518,979",,"2,518,979"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 06020,,,,,,,"2,322,388",,"2,518,979",,,"2,518,979","2,518,979",,"2,518,979","2,518,979",,"2,518,979"
,,,,,,,,,,,,,,,,,,,,
,,0062 Commonwealth's Attorney,,,,,,"2,322,388","2,518,979",,,"2,518,979","2,518,979",,"2,518,979",,"2,518,979","2,518,979",,"2,518,979"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0070 Health,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
07011 Public Health,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416092 Refund of Surplus Health Department,,,,,,,,"38,107","53,572",,,"53,572","85,000",,"85,000",,"85,000","85,000",,"85,000"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
421007 Healthy Families Reimbursement,,,,,,,,0,"127,387",,,"127,387","127,387",,"127,387",,"127,387","127,387",,"127,387"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
421015 Health Department - Auto Expenses Reimbursement,,,,,,,,"5,633","8,671",,,"8,671","8,671",,"8,671",,"8,671","8,671",,"8,671"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
433031 SEVAMP Grant,,,,,,,,0,"35,000",,,"35,000","35,000",,"35,000",,"35,000","35,000",,"35,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 07011,,,,,,,"43,740",,"224,630",,,"256,058","256,058",,"256,058","256,058",,"256,058"
,,,,,,,,,,,,,,,,,,,,
,,,,,,0070 Health,,"43,740","224,630",,,"224,630","256,058",,"256,058",,"256,058","256,058",,"256,058"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
09010 Director's Office,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415007 Reimb-Freedom of Info Act-Req,,,,,,,,480,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09010,,,,,,,480,,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,3,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
09012 False Alarms,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,-150,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
415022 Police - False Alarm Fees,,,,,,,,"304,109","376,170",,,"376,170","275,000",,"275,000",,"275,000","275,000",,"275,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09012,,,,,,,"303,959",,"376,170",,,"275,000","275,000",,"275,000","275,000",,"275,000"
,,,,,,,,,,,,,,,,,,,,
09017 Support,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
413009 Taxi Driver Permits,,,,,,,,"13,850","15,600",,,"15,600","13,700",,"13,700",,"13,700","13,700",,"13,700"
,,,,,,,,,,,,,,,,,,,,
413017 Abandoned Vehicle Franchise,,,,,,,,"68,949","60,000",,,"60,000","66,000",,"66,000",,"66,000","66,000",,"66,000"
,,,,,,,,,,,,,,,,,,,,
413019 Precious Metal Dealer Permit,,,,,,,,"71,200","45,000",,,"45,000","63,000",,"63,000",,"63,000","63,000",,"63,000"
,,,,,,,,,,,,,,,,,,,,
413076 Concealed Weapon Permit Fee,,,,,,,,0,0,,,0,"166,250",,"166,250",,"166,250","166,250",,"166,250"
,,,,,,,,,,,,,,,,,,,,
413100 Taxi Cab Inspection Fee,,,,,,,,"12,500","12,200",,,"12,200","12,300",,"12,300",,"12,300","12,300",,"12,300"
,,,,,,,,,,,,,,,,,,,,
414075 Bicycle Auctions/Unclaimed Property,,,,,,,,"1,705","9,500",,,"9,500","4,000",,"4,000",,"4,000","4,000",,"4,000"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
414307 Interest on Property and Evidence,,,,,,,,412,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415023 Sale of Police Reports,,,,,,,,"312,151","265,000",,,"265,000","110,000",,"110,000",,"110,000","110,000",,"110,000"
,,,,,,,,,,,,,,,,,,,,
415208 Cash Over/Short,,,,,,,,0,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"2,755",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09017,,,,,,,"483,523",,"407,300",,,"435,250","435,250",,"435,250","435,250",,"435,250"
,,,,,,,,,,,,,,,,,,,,
09018 K-9 Unit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"1,141",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09018,,,,,,,"1,141",,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
09020 Uniform Patrol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,50,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"-5,631",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
417005 Overweight Vehicle Fees,,,,,,,,"113,334","110,000",,,"110,000","111,000",,"111,000",,"111,000","111,000",,"111,000"
,,,,,,,,,,,,,,,,,,,,
417007 DUI Response Reimbursements,,,,,,,,"24,341","33,600",,,"33,600","30,000",,"30,000",,"30,000","30,000",,"30,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09020,,,,,,,"132,094",,"143,600",,,"141,000","141,000",,"141,000","141,000",,"141,000"
,,,,,,,,,,,,,,,,,,,,
09021 Red Light Camera Program,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
415007 Reimb-Freedom of Info Act-Req,,,,,,,,350,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
417007 DUI Response Reimbursements,,,,,,,,-51,0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
417012 Violations - Red Light Cameras,,,,,,,,"2,081,421","1,807,900",,,"1,807,900","1,896,000",,"1,896,000",,"1,896,000","1,896,000",,"1,896,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09021,,,,,,,"2,081,720",,"1,807,900",,,"1,896,000","1,896,000",,"1,896,000","1,896,000",,"1,896,000"
,,,,,,,,,,,,,,,,,,,,
09025 Marine Patrol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"24,878",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09025,,,,,,,"24,878",,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
09028 Investigative Division,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"15,262",0,,,0,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09028,,,,,,,"15,262",,0,,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,
09029 Special Investigative Unit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
434209 Fed Law Enforcement OT Reimb,,,,,,,,"38,494",0,,,0,"45,000",,"45,000",,"45,000","45,000",,"45,000"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09029,,,,,,,"38,494",,0,,,"45,000","45,000",,"45,000","45,000",,"45,000"
,,,,,,,,,,,,,,,,,,,,
09042 Commercial Extraditions,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
422025 State Prisoner Transportation,,,,,,,,"412,880","375,000",,,"375,000","383,000",,"383,000",,"383,000","383,000",,"383,000"
,,,,,,,,,,,,,,,,,,,,
,,Org Code 09042,,,,,,,"412,880",,"375,000",,,"383,000","383,000",,"383,000","383,000",,"383,000"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,4,,,,12/5/2013   4:26:29PM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,,FY 2014,FY 2015,,FY 2016,,FY 2017,FY 2018,,FY 2019
,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,
