,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04030 Director's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413060 General District Court - ATM Permit Fee,,,,,,,,0,"1,200",,,"1,200",,"1,200",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413068 ATM Permit Fee - City Hall,,,,,,,,0,"1,200",,,"1,200",,"1,200",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413069 ATM Permit Fee - Visitors' Center,,,,,,,,0,600,,,600,,600,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416375 Procurement Card Rebate - City,,,,,,,,"20,855","23,500",,,"23,500",,"23,500",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04030,,,,,,,"20,855",,"26,500",,"26,500",,"26,500",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
04031 Local Vehicle Registration,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416302 DMV Reimbursement - STOPS,,,,,,,,0,"614,000",,,"614,000",,"614,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04031,,,,,,,0,,"614,000",,"614,000",,"614,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
04033 Comptroller's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,0,0,,,0,,"4,950",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04033,,,,,,,0,,0,,0,,"4,950",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
04034 Payroll,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415015 Court Order Adminstration Fees,,,,,,,,"18,780","26,300",,,"26,300",,"26,300",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
418042 Copier Charges,,,,,,,,610,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04034,,,,,,,"19,390",,"26,300",,"26,300",,"26,300",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
04040 Purchasing,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"-1,500",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416375 Procurement Card Rebate - City,,,,,,,,0,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04040,,,,,,,"-1,500",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0040 Finance,,"38,745","666,800",,,"666,800",,"671,750",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,1,,,,,12/6/2013   9:29:09AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2012,,,,,,,
Account,,,,,,,,FY 2010,FY 2011,,,FY 2011,,FY 2012,,FY 2013,,FY 2014,FY 2015,,FY 2016
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04001 Commissioner of the Revenue,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421002 Commissioner of the Revenue Reimbursement,,,,,,,,"655,161","675,973",,,"675,973",,"651,173",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04001,,,,,,,"655,161",,"675,973",,"675,973",,"651,173",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
04002 DMV Select,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422610 DMV Select Program,,,,,,,,"142,430","125,000",,,"125,000",,"160,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04002,,,,,,,"142,430",,"125,000",,"125,000",,"160,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
0041 Commissioner of the Revenue,,,,,,,,"797,591","800,973",,,"800,973",,"811,173",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0042 City Real Estate Assessor,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04012 City Real Estate Assessor,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416079 Farm Classification - Late Filing Fees,,,,,,,,140,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04012,,,,,,,140,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,0042 City Real Estate Assessor,,,,,,140,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0043 City Treasurer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
04020 City Treasurer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413011 Administrative Fees,,,,,,,,0,"640,246",,,"640,246",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413032 Residential Parking Permits,,,,,,,,0,"30,000",,,"30,000",,"36,430",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416060 Returned Check Processing Charges,,,,,,,,"77,641","84,050",,,"84,050",,"83,455",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416061 City Treasurer Charges,,,,,,,,"346,371","320,350",,,"513,350",,"1,200,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416709 Administrative Fee - Advertising,,,,,,,,"15,813",0,,,0,,"4,451",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416914 Restitution Setup Fee,,,,,,,,780,0,,,0,,"10,200",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416915 Restitution Late Fee,,,,,,,,0,0,,,0,,"6,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416916 Restitution Processing Fee,,,,,,,,66,0,,,0,,"2,450",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421001 Treasurer Reimbursement,,,,,,,,"650,135","666,827",,,"666,827",,"626,223",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 04020,,,,,,,"1,090,806",,"1,741,473",,"1,934,473",,"1,969,209",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0043 City Treasurer,,,"1,090,806","1,741,473",,,"1,934,473",,"1,969,209",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0050 Human Resources,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
05001 Director's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414069 Vending Machine Concessions,,,,,,,,"1,714",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416145 Beam Advertising,,,,,,,,"20,952","20,867",,,"20,867",,"20,867",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 05001,,,,,,,"22,666",,"20,867",,"20,867",,"20,867",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,0050 Human Resources,,,,"22,666",,"20,867",,"20,867",,"20,867",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06016 General District Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413060 General District Court - ATM Permit Fee,,,,,,,,"1,450",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,0,"75,146",,,"75,146",,"75,146",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06016,,,,,,,"1,450",,"75,146",,"75,146",,"75,146",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,2,,,,,12/6/2013   9:29:09AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2012,,,,,,,
Account,,,,,,,,FY 2010,FY 2011,,,FY 2011,,FY 2012,,FY 2013,,FY 2014,FY 2015,,FY 2016
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0061 Courts and Courts' Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06017 Juvenile and Domestic Relations District Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"4,825",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06017,,,,,,,"4,825",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
06041 Clerk of the Circuit Court,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413047 Transfer Fees,,,,,,,,"16,811","16,665",,,"16,665",,"16,665",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415008 Court Costs,,,,,,,,314,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415012 Courthouse Maintenance Fees,,,,,,,,"9,493",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415018 Public Defender Fees,,,,,,,,"89,243",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415021 Commonwealth's Attorney Fees,,,,,,,,"17,067","20,523",,,"20,523",,"20,523",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416147 Court Ordered Reimbursement,,,,,,,,0,"3,725",,,"3,725",,"3,725",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417001 Court Fines and Forfeitures,,,,,,,,"154,883",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421004 Clerk of the Circuit Court Reimbursement,,,,,,,,"1,609,130","1,870,624",,,"1,870,624",,"1,870,824",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06041,,,,,,,"1,896,941",,"1,911,537",,"1,911,537",,"1,911,737",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,0061 Courts and Courts' Support,,,,,,"1,903,216","1,986,683",,,"1,986,683",,"1,986,883",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0062 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
06020 Commonwealth's Attorney,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413010 Business Closing Permits,,,,,,,,260,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
421006 Commonwealth's Attorney Reimbursement,,,,,,,,"2,273,979","2,457,229",,,"2,457,229",,"2,380,078",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06020,,,,,,,"2,274,239",,"2,457,229",,"2,457,229",,"2,380,078",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
06022 Consumer Affairs,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413010 Business Closing Permits,,,,,,,,65,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 06022,,,,,,,65,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,0062 Commonwealth's Attorney,,,,,,"2,274,304","2,457,229",,,"2,457,229",,"2,380,078",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0070 Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
07011 Public Health,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415041 Obstetrical Services,,,,,,,,22,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"1,427",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416092 Refund of Surplus Health Department,,,,,,,,"32,338","35,000",,,"35,000",,"53,572",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
421015 Health Department - Auto Expenses Reimbursement,,,,,,,,"6,362","8,671",,,"8,671",,"8,671",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
433031 SEVAMP Grant,,,,,,,,"17,178","38,572",,,"38,572",,"35,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 07011,,,,,,,"57,327",,"82,243",,"82,243",,"97,243",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0070 Health,,"57,327","82,243",,,"82,243",,"97,243",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09010 Director's Office,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"5,155",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09010,,,,,,,"5,155",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09012 False Alarms,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415022 Police - False Alarm Fees,,,,,,,,"245,045","230,484",,,"230,484",,"435,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09012,,,,,,,"245,045",,"230,484",,"230,484",,"435,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,3,,,,,12/6/2013   9:29:09AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2012,,,,,,,
Account,,,,,,,,FY 2010,FY 2011,,,FY 2011,,FY 2012,,FY 2013,,FY 2014,FY 2015,,FY 2016
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09015 Personnel and Training,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,70,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"4,051",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09015,,,,,,,"4,121",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09017 Support,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413009 Taxi Driver Permits,,,,,,,,"3,440","26,304",,,"26,304",,"3,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413017 Abandoned Vehicle Franchise,,,,,,,,"64,702",0,,,0,,"24,400",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413019 Precious Metal Dealer Permit,,,,,,,,"30,400","31,300",,,"31,300",,"37,200",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
413100 Taxi Cab Inspection Fee,,,,,,,,0,0,,,0,,"9,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
414075 Bicycle Auctions/Unclaimed Property,,,,,,,,"8,372","20,000",,,"20,000",,"10,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
414307 Interest on Property and Evidence,,,,,,,,"1,823",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
415022 Police - False Alarm Fees,,,,,,,,"303,486",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415023 Sale of Police Reports,,,,,,,,"186,282","175,000",,,"175,000",,"204,900",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416055 Miscellaneous Revenue,,,,,,,,0,"13,500",,,"13,500",,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"1,090",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
420006 Demolished Vehicles,,,,,,,,-555,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09017,,,,,,,"599,040",,"266,104",,"266,104",,"288,500",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09019 Helicopter Unit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"342,925",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09019,,,,,,,"342,925",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09020 Uniform Patrol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"44,061",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
417007 DUI Response Reimbursements,,,,,,,,"14,173",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09020,,,,,,,"58,234",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09021 Red Light Camera Program,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
417012 Violations - Red Light Cameras,,,,,,,,"1,797,417","2,166,500",,,"2,166,500",,"2,280,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09021,,,,,,,"1,797,417",,"2,166,500",,"2,166,500",,"2,280,000",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09025 Marine Patrol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"2,550",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09025,,,,,,,"2,550",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09028 Investigative Division,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"3,575",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09028,,,,,,,"3,575",,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09029 Special Investigative Unit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,675,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09029,,,,,,,675,,0,,0,,0,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
09042 Commercial Extraditions,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
422025 State Prisoner Transportation,,,,,,,,"275,894","657,900",,,"657,900",,"657,900",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,Org Code 09042,,,,,,,"275,894",,"657,900",,"657,900",,"657,900",0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,,4,,,,,12/6/2013   9:29:09AM - ET,,,,
,,"Revenue Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,,Fiscal Year 2012,,,,,,,
Account,,,,,,,,FY 2010,FY 2011,,,FY 2011,,FY 2012,,FY 2013,,FY 2014,FY 2015,,FY 2016
,,,,,,,,,,,,,,,,,,,,,
Code,,,,Revenue Description,,,,Actual,Adopted,,,Amended,,Budget,,Budget,,Budget,Budget,,Budget
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,002 General Fund,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
0090 Police,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
09112 Animal Control,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
413001 Dog and Cat Licenses,,,,,,,,"350,241","449,961",,,"449,961",,"190,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
414069 Vending Machine Concessions,,,,,,,,43,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415027 Animal Disposal Fees,,,,,,,,"1,445",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415028 Animal Adoption Fees,,,,,,,,"45,512","59,352",,,"59,352",,"53,500",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415029 Board and Impounding Fees,,,,,,,,"77,396","85,000",,,"85,000",,"78,000",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415166 Spay and Neutering Services,,,,,,,,0,"132,500",,,"132,500",,"77,025",,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415208 Cash Over/Short,,,,,,,,"4,316",0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415209 Other Income,,,,,,,,220,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
415415 Dangerous Dog Tags,,,,,,,,355,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416061 City Treasurer Charges,,,,,,,,624,0,,,0,,0,,0,,0,0,,0
,,,,,,,,,,,,,,,,,,,,,
416086 Sale of Salvage Materials,,,,,,,,"12,761",0,,,0,,0,,0,,0,0,,0
