"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
,,,,,,,
12032 Bayside Area Library,,,,,,18.00,
12033 Oceanfront Area Library,,,,,,14.00,
12034 Kempsville Area Library,,,,,,22.00,
12035 Windsor Woods Area Library,,,,,,12.00,
12036 Pungo - Blackwater Area Library,,,,,,6.00,
12038 Princess Anne Area Library,,,,,,21.50,
12039 Joint Use Library,,,,,,1.00,
12040 GrowSmart,,,,,,2.00,
12050 South Rosemont Youth Library,,,,,,7.50,
12051 Mobile Services,,,,,,4.00,
12053 Records Management,,,,,,4.50,
12070 Cataloging Services,,,,,,7.00,
12071 Technology Services,,,,,,5.00,
12072 Collection Management,,,,,,13.00,
12500 Youth and Family Services,,,,,,9.00,
,,,,,,,
,,,,0120 Library  ,,226.00,
0130 Planning  ,,,,,,,
13110 Director's Office,,,,,,10.00,
13120 Environment and Sustainability,,,,,,2.00,
13121 Chesapeake Bay Program,,,,,,2.00,
13122 Wetlands Program,,,,,,2.00,
13130 Transportation Planning,,,,,,2.00,
13140 Comprehensive Planning,,,,,,5.00,
13150 Current Planning,,,,,,5.50,
13151 Zoning Administration,,,,,,13.50,
13160 Development Services Center,,,,,,18.00,
13161 PU / Development Services,,,,,,3.00,
13170 Building Permits and Inspections,,,,,,47.00,
,,,,,,,
,,,,0130 Planning  ,,110.00,
0140 Agriculture  ,,,,,,,
14001 Director's Office,,,,,,3.00,
14010 Cooperative Extension Program,,,,,,6.00,
14110 Farmers Market,,,,,,2.00,
,,,,,,,
,,,,0140 Agriculture  ,,11.00,
0150 Economic Development  ,,,,,,,
15010 Director of Economic Development,,,,,,14.00,
0171 General Registrar  ,,,,,,,
17010 General Registrar,,,,,,12.03,
0172 City Auditor  ,,,,,,,
17180 City Auditor,,,,,,6.00,
0175 Cultural Affairs  ,,,,,,,
17190 Cultural Affairs,,,,,,3.00,
0190 Fire  ,,,,,,,
19010 Fire Administration,,,,,,26.00,
19011 Emergency Management,,,,,,4.00,
19012 Fire Marshal's Office,,,,,,28.71,
19020 Fire Operations,,,,,,398.00,
19021 Fire Training,,,,,,9.00,
,,,,,,,
,,,,,0190 Fire  ,465.71,
0210 Communications and Information Technology  ,,,,,,,
21010 Multimedia Services,,,,,,17.50,
21114 Mail Service,,,,,,4.00,
21120 ComIT Business Center,,,,,,10.00,
21121 Applications Support,,,,,,49.00,
21123 Systems Support,,,,,,44.00,
21124 Center for Geospatial Information Services,,,,,,18.00,
21128 GF Telecommunications,,,,,,8.00,
21129 Technology Services,,,,,,15.00,
,,,,,,,
,0210 Communications and Information Technology  ,,,,,,165.50
,,,,,,,
GovMax V5,,,,,3,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
0220 Emergency Communications and Citizen Services  ,,,,,,,
22001 Director's Office,,,,,,2.00,
22002 Administration,,,,,,4.00,
22010 Emergency Communications,,,,,,102.00,
22020 Citizen Services,,,,,,15.50,
,,,,,,,
,0220 Emergency Communications and Citizen Services  ,,,,,,123.50
0240 Human Services  ,,,,,,,
24001 Central Administraton,,,,,,7.00,
24002 Information Technology Services,,,,,,1.00,
24003 Reimbursement,,,,,,14.00,
24004 Quality Assurance,,,,,,5.50,
24005 Personnel,,,,,,7.00,
24006 Accounts Payable,,,,,,6.50,
24007 Transportation,,,,,,25.87,
24101 MHSA Program Support,,,,,,10.38,
24102 Senior Adult Services,,,,,,3.63,
24103 Adult Outpatient Services,,,,,,49.07,
24104 MH Community Rehabilitation,,,,,,22.53,
24105 MH Emergency Services,,,,,,17.75,
24106 Child and Youth Services,,,,,,31.56,
24108 Residential Services,,,,,,23.74,
24112 MH Case Management Unit,,,,,,36.75,
24121 MH PATH,,,,,,2.50,
24123 Harbour,,,,,,6.75,
24201 DS Program Clinical Support,,,,,,5.00,
24202 DS Case Management,,,,,,31.73,
24203 DS Employment Services,,,,,,19.00,
24204 DS Skillquest,,,,,,40.95,
24205 DS Respite Care Program,,,,,,6.60,
24206 DS Infant Program,,,,,,6.70,
24207 DS Supportive Living,,,,,,49.00,
24210 DS Supportive Living - Homes,,,,,,38.79,
24211 DS Kentucky Avenue Project,,,,,,23.00,
24212 DS Early Intervention,,,,,,3.00,
24213 DS Colby Way ICF/MR,,,,,,9.15,
24214 DS BizNet Village,,,,,,55.00,
24215 Indian River Road ICF/MR,,,,,,31.50,
24303 Detoxification Services,,,,,,28.27,
24304 MHSA Adult Day Treatment Services,,,,,,4.00,
24305 SA Prevention,,,,,,8.63,
24313 SA Adult Correctional Services,,,,,,8.50,
24314 SA - HIV Prevention,,,,,,1.00,
24315 SA - Project LINK,,,,,,3.95,
24401 Child Services,,,,,,96.00,
24402 Benefit Program,,,,,,148.79,
24403 Employment Services,,,,,,46.00,
24405 Adult Services,,,,,,14.50,
24501 Virginia Beach Juvenile Detention Center,,,,,,65.56,
24602 Pendleton Child Service Center,,,,,,23.25,
24702 CSA Administration and Social Services,,,,,,2.00,
,,,,,,,
,,0240 Human Services  ,,,,"1,041.40",
0260 Emergency Medical Services  ,,,,,,,
26010 Administration,,,,,,7.50,
26020 Operations,,,,,,2.00,
26021 Emergency Response System,,,,,,38.00,
26030 Training,,,,,,7.00,
26050 Regulation and Enforcement,,,,,,3.00,
26060 EMS Lifeguard Services,,,,,,6.45,
,,,,,,,
,,0260 Emergency Medical Services  ,,,,63.95,
,,,,,,,
GovMax V5,,,,,4,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
0270 Museums  ,,,,,,,
27020 Aquarium and Marine Science Center,,,,,,26.86,
27021 Gift Shop,,,,,,9.47,
27022 Custodial Services,,,,,,8.00,
27023 IMAX Theater,,,,,,4.60,
27024 Education,,,,,,11.79,
27025 Exhibits,,,,,,45.13,
27026 Marketing,,,,,,4.00,
27027 Research and Conservation,,,,,,3.81,
27029 Aquarium Foundation,,,,,,23.09,
27100 Francis Land House,,,,,,1.28,
27101 Adam Thoroughgood House,,,,,,2.12,
27102 Lynnhaven House,,,,,,2.47,
27103 Historic Homes Administration,,,,,,3.22,
27104 Union Kempsville High School Museum,,,,,,1.78,
27200 Historic Preservation,,,,,,0.00,
,,,,,,,
,,,,0270 Museums  ,,147.62,
0280 Strategic Growth Area  ,,,,,,,
28010 Strategic Growth Area,,,,,,5.00,
28020 Resort Programs and Special Events,,,,,,5.00,
,,,,,,,
,,,0280 Strategic Growth Area  ,,,,10.00
0290 Management Services  ,,,,,,,
29010 Management and Budget Analysis,,,,,,15.00,
0390 Convention and Visitors Bureau  ,,,,,,,
39010 Director's Office,,,,,,10.00,
39020 Tourism Marketing and Sales,,,,,,6.00,
39024 Sports Marketing,,,,,,3.00,
39030 Convention Marketing and Sales,,,,,,12.00,
39041 Virginia Beach Convention Center,,,,,,72.13,
,,,,,,,
,,0390 Convention and Visitors Bureau  ,,,,103.13,
0400 Housing and Neighborhood Preservation  ,,,,,,,
40110 Code Enforcement,,,,,,20.22,
,,,,,,,
,,,  002 General Fund  ,,,"4,871.77",
,,,,,,,
,  106 School Technology Category Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
50026 Technology,,,,,,187.00,
,,,,,,,
,  106 School Technology Category Special Revenue Fund  ,,,,,1.00,187.00
,,,,,,,
,,  114 School Cafeteria Fund  ,,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
50050 Food Services,,,,,,492.89,
,,,,,,,
,,,  114 School Cafeteria Fund  ,,,,492.89
,,,,,,,
,,  115 School Operating Fund  ,,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
50010 Instruction,,,,,,"6,931.95",
"50021 Administration, Attendance, and Health",,,,,,281.30,
50023 Pupil Transportation,,,,,,667.13,
50024 Operations and Maintenance,,,,,,"1,156.50",
,,,,,,,
,,,,0500 Education  ,,"9,036.88",
,,,,,,,
,,,  115 School Operating Fund  ,,,,"9,036.88"
,,,,,,,
GovMax V5,,,,,5,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
,,,,,,,
,,,  116 School Grants Fund  ,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
50121 School Grants,,,,,,659.50,
,,,,,,,
,,,  116 School Grants Fund  ,,,,659.50
,,,,,,,
,,  117 School Textbook Fund  ,,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
50099 Textbook,,,,,,1.50,
,,,,,,,
,,,  117 School Textbook Fund  ,,,,1.50
,,,,,,,
,,,  130 Law Library Fund  ,,,,
,,,,,,FTE,
0120 Library  ,,,,,,,
12011 Law Library,,,,,,2.50,
,,,,,,,
,,,  130 Law Library Fund  ,,,2.50,
,,,,,,,
,  147 Federal Section 8 Program Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0400 Housing and Neighborhood Preservation  ,,,,,,,
40300 Section 8 Operating,,,,,,18.35,
,,,,,,,
,  147 Federal Section 8 Program Special Revenue Fund  ,,,,,,18.35
,,,,,,,
,  149 Sheriff's Department Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0063 Sheriff and Corrections  ,,,,,,,
06032 Sheriff's Office,,,,,,24.43,
06033 Court Support Services,,,,,,60.84,
06034 Correctional Operations,,,,,,352.60,
06036 Centralized Booking,,,,,,37.00,
06037 D.A.R.E. - Sheriff,,,,,,11.00,
06038 Sheriff's Workforce,,,,,,12.00,
06132 Law Enforcement Training,,,,,,1.00,
,,,,,,,
,,,0063 Sheriff and Corrections  ,,,,498.87
,,,,,,,
,  149 Sheriff's Department Special Revenue Fund  ,,,,,498.87,
,,,,,,,
,  150 Inmate Services Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0063 Sheriff and Corrections  ,,,,,,,
06039 Inmate Services,,,,,,20.74,
,,,,,,,
,,  150 Inmate Services Special Revenue Fund  ,,,,20.74,
,,,,,,,
GovMax V5,,,,,6,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
,,,,,,,
,  151 Parks and Recreation Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0100 Public Works  ,,,,,,,
10676 Recreation Centers Building Maintenance,,,,,,4.00,
0110 Parks and Recreation  ,,,,,,,
11010 Director's Office,,,,,,2.00,
"11011 Planning, Design and Development",,,,,,7.00,
11012 Business Systems,,,,,,10.00,
11013 Parks and Recreation Human Resources,,,,,,7.72,
11022 Parks and Natural Areas,,,,,,49.34,
11023 Lynnhaven Boat Ramp and Beach Facility,,,,,,4.40,
11024 Outdoor Programming and Special Events,,,,,,10.61,
11027 Little Island Park,,,,,,7.48,
11028 Lynnhaven Municipal Marina,,,,,,0.85,
11035 Owl Creek Municipal Tennis Center,,,,,,3.36,
11054 Golf Administration,,,,,,1.00,
11076 Williams Farm Recreation Center,,,,,,5.00,
11078 Recreation Centers,,,,,,216.98,
11079 Out-of-School Time - Recreation Center Based,,,,,,42.69,
11080 Programming and Operations Administration,,,,,,8.00,
11081 Marketing and Resource Development,,,,,,7.00,
11082 Youth Opportunities Office,,,,,,2.00,
11083 Athletic Leagues,,,,,,13.05,
11085 Therapeutic Recreation Programs,,,,,,14.14,
11086 Princess Anne Athletic Complex,,,,,,6.32,
11088 Inclusion Services,,,,,,13.50,
11089 Out-of-School Time - School Based,,,,,,147.35,
11187 Landscape Special Zone Management - Princess Anne Athletic Complex,,,,,,7.00,
11280 Pottery and Ceramics,,,,,,1.19,
,,,,,,,
,,,0110 Parks and Recreation  ,,,,587.98
,,,,,,,
,  151 Parks and Recreation Special Revenue Fund  ,,,,,,591.98
,,,,,,,
,,  152 Tourism Investment Program Fund  ,,,,,
,,,,,,FTE,
0100 Public Works  ,,,,,,,
10625 TIP Beach Operations,,,,,,5.00,
10659 TIP Resort Building Maintenance,,,,,,8.00,
,,,,,,,
,,,0100 Public Works  ,,,13.00,
0110 Parks and Recreation  ,,,,,,,
11048 Landscape Special Zone Management - TIP Resort Area,,,,,,1.00,
,,,,,,,
,,  152 Tourism Investment Program Fund  ,,,,14.00,
,,,,,,,
,  161 Agriculture Reserve Program Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0140 Agriculture  ,,,,,,,
14310 Agricultural Reserve Program,,,,,,1.00,
,,,,,,,
,  161 Agriculture Reserve Program Special Revenue Fund  ,,,,,1.00,1.00
,,,,,,,
,  163 Tourism Advertising Program Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0390 Convention and Visitors Bureau  ,,,,,,,
39021 Visitor Information Center,,,,,,10.39,
,,,,,,,
,  163 Tourism Advertising Program Special Revenue Fund  ,,,,,11.00,10.39
,,,,,,,
GovMax V5,,,,,7,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
,,,,,,,
,,  172 Open Space Special Revenue Fund  ,,,,,
,,,,,,FTE,
0110 Parks and Recreation  ,,,,,,,
11038 Open Space Management and Maintenance,,,,,,5.40,
11039 Open Space Planning,,,,,,2.00,
,,,,,,,
,,,0110 Parks and Recreation  ,,,,7.40
,,,,,,,
,,  172 Open Space Special Revenue Fund  ,,,,7.40,
,,,,,,,
,  180 Community Development Special Revenue Fund  ,,,,,,
,,,,,,FTE,
0400 Housing and Neighborhood Preservation  ,,,,,,,
40120 Certificate of Compliance Program,,,,,,8.58,
40140 Rehabilitation and Construction,,,,,,7.03,
40952 Director's Office,,,,,,9.24,
"40958 Strategy, Policy and Resource Division",,,,,,0.00,
,,,,,,,
,0400 Housing and Neighborhood Preservation  ,,,,,24.85,
,,,,,,,
,  180 Community Development Special Revenue Fund  ,,,,,,24.85
,,,,,,,
,  182 Federal Housing Assistance Grant Fund  ,,,,,,
,,,,,,FTE,
0400 Housing and Neighborhood Preservation  ,,,,,,,
40953 Federal HOME Grants,,,,,,2.17,
,,,,,,,
,  182 Federal Housing Assistance Grant Fund  ,,,,,2.17,
,,,,,,,
,,  183 Grants Consolidated Fund  ,,,,,
,,,,,,FTE,
0062 Commonwealth's Attorney  ,,,,,,,
06952 Commonwealth's Attorney - Grants,,,,,,6.50,
0090 Police  ,,,,,,,
09951 Police - Uniform Patrol Grants,,,,,,1.00,
0190 Fire  ,,,,,,,
19953 Fire Program Grants,,,,,,1.00,
0240 Human Services  ,,,,,,,
24912 Hard to Serve Grant,,,,,,2.00,
24951 Community Corrections and Pre-Trial,,,,,,23.00,
,,,,,,,
,,0240 Human Services  ,,,,25.00,
0270 Museums  ,,,,,,,
27953 Museums - Grants,,,,,,0.85,
0400 Housing and Neighborhood Preservation  ,,,,,,,
40951 Housing Grants,,,,,,0.35,
40957 Housing Grants - ESG,,,,,,0.06,
,,,,,,,
,0400 Housing and Neighborhood Preservation  ,,,,,0.41,
,,,,,,,
,,  183 Grants Consolidated Fund  ,,,,34.76,
,,,,,,,
,,  241 Water and Sewer Fund  ,,,,,
,,,,,,FTE,
0200 Public Utilities  ,,,,,,,
20010 Director's Office,,,,,,3.00,
20011 Engineering,,,,,,84.00,
20030 Operations Administration,,,,,,21.00,
20031 Water Distribution,,,,,,41.00,
20032 Water Pump Stations,,,,,,25.00,
20034 Meter Operations,,,,,,45.00,
20041 Sewer Collection,,,,,,64.00,
20042 Sewer Pump Stations,,,,,,61.00,
20050 Business Division,,,,,,68.00,
,,,,,,,
,,,0200 Public Utilities  ,,,412.00,
,,,,,,,
,,,  241 Water and Sewer Fund  ,,,,412.00
,,,,,,,
GovMax V5,,,,,8,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
,,,,,,,
,,  253 Parking Enterprise Fund  ,,,,,
,,,,,,FTE,
0280 Strategic Growth Area  ,,,,,,,
28030 Parking Enterprise Fund,,,,,,5.00,
,,,,,,,
,,,  253 Parking Enterprise Fund  ,,,,5.00
,,,,,,,
,,  255 Storm Water Utility Enterprise Fund  ,,,,,
,,,,,,FTE,
0100 Public Works  ,,,,,,,
10701 SWU - Project Management,,,,,,18.00,
10702 SWU - Customer Service,,,,,,2.00,
10703 SWU - Operations and Maintenance,,,,,,99.00,
10704 SWU - Inspections and Environmental Spill Response,,,,,,16.00,
10705 SWU - Street Sweeping,,,,,,4.00,
,,,,,,,
,,,0100 Public Works  ,,,139.00,
,,,,,,,
,,  255 Storm Water Utility Enterprise Fund  ,,,,139.00,
,,,,,,,
,,  604 Print Shop Internal Service Fund  ,,,,,
,,,,,,FTE,
0210 Communications and Information Technology  ,,,,,,,
21113 City/Schools Printing Services,,,,,,6.00,
,,,,,,,
,,  604 Print Shop Internal Service Fund  ,,,,6.00,
,,,,,,,
,,  606 City Garage Internal Service Fund  ,,,,,
,,,,,,FTE,
0100 Public Works  ,,,,,,,
10320 Automotive Services,,,,,,79.00,
,,,,,,,
,,  606 City Garage Internal Service Fund  ,,,,79.00,
,,,,,,,
,  607 Risk Management Internal Service Fund  ,,,,,,
,,,,,,FTE,
0040 Finance  ,,,,,,,
04036 Risk Management,,,,,,7.00,
,,,,,,,
,  607 Risk Management Internal Service Fund  ,,,,,7.00,
,,,,,,,
,  610 Capital Projects Internal Service Fund  ,,,,,,
,,,,,,FTE,
0040 Finance  ,,,,,,,
04610 Capital Projects - Finance,,,,,,1.00,
0100 Public Works  ,,,,,,,
10900 Capital Projects - Public Works,,,,,,3.00,
0150 Economic Development  ,,,,,,,
15610 Capital Projects - Economic Development,,,,,,1.00,
0210 Communications and Information Technology  ,,,,,,,
21610 Capital Projects - ComIT,,,,,,2.00,
,,,,,,,
,,  610 Capital Projects Internal Service Fund  ,,,,7.00,
,,,,,,,
,  613 School Landscaping Internal Service Fund  ,,,,,,
,,,,,,FTE,
0110 Parks and Recreation  ,,,,,,,
11049 Schools Landscaping,,,,,,68.00,
,,,,,,,
,  613 School Landscaping Internal Service Fund  ,,,,,68.00,
,,,,,,,
GovMax V5,,,,,9,,
,,,,,,,
"FY 2012 Position Salary/Fringe Summary grouped by Fund, Department, Organization Code",,,,,,,
City of Virginia Beach,,,,,,,
,,,,,,,
,,  614 School Risk Management Fund  ,,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
58100 School Risk Management,,,,,,5.00,
,,,,,,,
,,  614 School Risk Management Fund  ,,,,5.00,
,,,,,,,
,  615 City and School Health Insurance Fund  ,,,,,,
,,,,,,FTE,
0500 Education  ,,,,,,,
55010 City and School Health Insurance,,,,,,4.50,
,,,,,,,
,  615 City and School Health Insurance Fund  ,,,,,4.50,
,,,,,,,
,  620 Telecommunications Internal Service Fund  ,,,,,,
,,,,,,FTE,
0210 Communications and Information Technology  ,,,,,,,
21130 Telecommunications,,,,,,10.00,
,,,,,,,
,  620 Telecommunications Internal Service Fund  ,,,,,10.00,
,,,,,,,
,,,Report Grand Total,,,"17,219.05",
,,,,,,,
GovMax V5,,,,,10,,
,,,,,,,
