"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
603407,,Other Contractual Services,,,,,,"1,933","29,131",,"29,131","29,131",,"29,131","29,131",,"29,131",,"29,131",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"1,160","1,160",,"1,160","2,093",,"2,407","2,768",,"3,183",,"3,661",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,18,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,82,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,962,"9,029",,"9,029","9,029",,"9,300","9,579",,"9,866",,"10,163",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,791,"1,000",,"1,000","1,000",,"1,030","1,061",,"1,093",,"1,126",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"86,773","85,728",,"85,728","85,728",,"88,300","90,949",,"93,677",,"96,487",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605899,,Miscellaneous,,,,,,886,"4,901",,"4,901","4,901",,"5,048","5,199",,"5,355",,"5,516",,
,,,,,,,,,,,,,,,,,,,,,
605950,,Mayor's Committee for Aging,,,,,,"3,538",10,,10,10,,10,11,,11,,11,,
,,,,,,,,,,,,,,,,,,,,,
605951,,Mayor's Committee / Persons w/ Disabilities,,,,,,201,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,392,200,,200,200,,206,212,,219,,225,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,0,556,,556,556,,573,590,,608,,626,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,106,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"2,912",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
01010 Municipal Council ,,,,,,,,"516,811","542,671",,"542,671","545,118",,"550,468","556,016",,"561,774",,"567,755",,
,,,,,,,,,,,,,,,,,,,,,
,,,0010 Municipal Council,,,,,,"516,811",,"542,671","542,671",,"545,118","550,468",,"556,016",,"561,774",,"567,755"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0011 City Clerk    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
01011 City Clerk ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,0,"104,076",,"104,076","106,678",,"106,678","106,678",,"106,678",,"106,678",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"343,742",0,,"17,641",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"239,666",,"239,666","254,705",,"254,705","254,705",,"254,705",,"254,705",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"21,265","21,927",,"23,021","22,735",,"22,735","22,859",,"22,983",,"23,025",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"5,127","5,128",,"5,384","5,385",,"5,385","5,385",,"5,385",,"5,385",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"60,430","60,431",,"63,534","74,733",,"74,733","81,962",,"81,962",,"89,189",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"32,400","32,400",,"32,400","36,942",,"36,942","36,942",,"36,942",,"36,942",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,963,962,,"1,012","4,300",,"4,300","4,300",,"4,300",,"4,300",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,135,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"10,000","10,000",,"10,000","10,000",,"10,000","10,000",,"10,000",,"10,000",,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"4,308","3,774",,"3,774","3,774",,"3,887","4,004",,"4,124",,"4,248",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"37,018","22,729",,"22,729","22,729",,"23,411","24,113",,"24,837",,"25,582",,
,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,288,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"8,227","6,120",,"6,120","6,120",,"6,120","6,120",,"6,120",,"6,120",,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"17,857","9,856",,"9,856","9,856",,"9,856","9,856",,"9,856",,"9,856",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,932,932,,932,"1,427",,"1,641","1,887",,"2,170",,"2,496",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"1,245",856,,856,856,,882,908,,935,,963,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"2,360","3,000",,"3,000","3,000",,"3,090","3,183",,"3,278",,"3,377",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"2,021","1,350",,"1,350","1,350",,"1,391","1,432",,"1,475",,"1,519",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"3,425",715,,715,715,,736,759,,781,,805,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605807,,Sister Cities Program,,,,,,"19,750","13,260",,"13,260","9,415",,"9,697","9,988",,"10,288",,"10,597",,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"4,718","1,300",,"1,300","1,300",,"1,339","1,379",,"1,421",,"1,463",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"4,521",729,,729,729,,751,773,,797,,820,,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,"5,790",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,145,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:56:36PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0011 City Clerk    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
01011 City Clerk ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
607801,,Replace Computer Workstation,,,,,,"1,114",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
01011 City Clerk ,,,,,,,,"587,781","539,211",,"561,355","576,749",,"578,279","587,234",,"589,037",,"598,069",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,0011 City Clerk,,,"587,781","539,211",,"561,355","576,749",,"578,279","587,234",,"589,037",,"598,069",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0020 City Manager    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
02010 City Manager ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,0,"802,606",,"802,606","851,249",,"851,249","851,249",,"851,249",,"851,249",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"1,174,098",0,,"28,933",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"79,576",,"79,576","81,565",,"81,565","81,565",,"81,565",,"81,565",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"281,636",,"281,636","288,676",,"288,676","288,676",,"288,676",,"288,676",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"19,886","17,000",,"17,000","17,000",,"17,510","18,035",,"18,576",,"19,134",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"54,209","57,685",,"58,411","57,698",,"57,698","58,318",,"58,915",,"59,411",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"17,427","17,404",,"17,824","18,239",,"18,239","18,239",,"18,239",,"18,239",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"199,818","203,456",,"208,542","247,017",,"247,017","270,906",,"270,906",,"294,796",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"56,475","64,800",,"64,800","73,884",,"73,884","73,884",,"73,884",,"73,884",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"3,180","3,240",,"3,321","14,215",,"14,215","14,215",,"14,215",,"14,215",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,297,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,520,480,,480,360,,360,360,,360,,360,,
,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"34,500","36,000",,"36,000","36,000",,"36,000","36,000",,"36,000",,"36,000",,
,,,,,,,,,,,,,,,,,,,,,
603165,,Information Technology Services,,,,,,122,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"14,648",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"12,295","12,670",,"12,670","12,125",,"12,125","12,125",,"12,125",,"12,125",,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"7,374","12,000",,"12,000","12,000",,"12,000","12,000",,"12,000",,"12,000",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"3,970","3,970",,"3,970","3,678",,"4,230","4,864",,"5,594",,"6,433",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,737,"1,460",,"1,460","1,260",,"1,298","1,337",,"1,377",,"1,418",,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"4,396","5,840",,"5,840","6,740",,"6,942","7,150",,"7,365",,"7,586",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"4,749","14,500",,"14,500","18,100",,"18,643","19,202",,"19,778",,"20,372",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"9,125","15,000",,"15,000","15,000",,"15,450","15,914",,"16,391",,"16,883",,
,,,,,,,,,,,,,,,,,,,,,
605508,,Travel - Other,,,,,,"1,767",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,960,"3,914",,"3,914","4,149",,"4,273","4,402",,"4,534",,"4,670",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"9,782","28,454",,"28,454","27,400",,"28,222","29,069",,"29,941",,"30,839",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"17,301",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,540,200,,200,200,,206,212,,219,,225,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,698,"2,000",,"2,000","2,000",,"2,060","2,122",,"2,185",,"2,251",,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,137,370,,370,370,,381,393,,404,,416,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,0,"2,000",,"2,000","1,500",,"1,545","1,591",,"1,639",,"1,688",,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"2,686","5,260",,"5,260","7,500",,"7,725","7,957",,"8,195",,"8,441",,
,,,,,,,,,,,,,,,,,,,,,
608010,,Lease/Rent of Buildings,,,,,,"8,479","9,500",,"9,500","9,700",,"9,991","10,291",,"10,599",,"10,917",,
,,,,,,,,,,,,,,,,,,,,,
02010 City Manager ,,,,,,,,"1,660,176","1,681,021",,"1,716,267","1,807,625",,"1,811,504","1,840,075",,"1,844,932",,"1,873,793",,
,,,,,,,,,,,,,,,,,,,,,
02020 Organization Development Office ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"235,544",,"235,544","171,388",,"171,388","171,388",,"171,388",,"171,388",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"235,216",0,,"5,889",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,0,0,,0,"57,000",,"58,710","60,471",,"62,285",,"64,154",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"14,223","14,641",,"15,006","10,663",,"10,663","10,663",,"10,663",,"10,663",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"3,326","3,424",,"3,509","2,494",,"2,494","2,494",,"2,494",,"2,494",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"41,409","41,409",,"42,444","35,444",,"35,444","38,870",,"38,870",,"42,298",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"13,558","16,200",,"16,200","12,314",,"12,314","12,314",,"12,314",,"12,314",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,659,659,,675,"2,040",,"2,040","2,040",,"2,040",,"2,040",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,108,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,600,600,,600,960,,960,960,,960,,960,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"1,317","1,200",,"1,200","1,200",,"1,200","1,200",,"1,200",,"1,200",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,631,631,,631,799,,919,"1,057",,"1,215",,"1,397",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,2,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:56:36PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0020 City Manager    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
02020 Organization Development Office ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,0,20,,20,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,0,"3,000",,"3,000","3,000",,"3,090","3,183",,"3,278",,"3,377",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,212,300,,300,300,,309,318,,328,,338,,
,,,,,,,,,,,,,,,,,,,,,
605503,,Organizational Learning and Development,,,,,,0,"3,000",,"3,000","3,000",,"3,090","3,183",,"3,278",,"3,377",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,99,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"3,288","5,000",,"5,000","5,000",,"5,150","5,305",,"5,464",,"5,628",,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,296,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,0,"1,000",,"1,000","1,000",,"1,030","1,061",,"1,093",,"1,126",,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,76,100,,100,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,16,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
02020 Organization Development Office ,,,,,,,,"315,034","326,728",,"334,118","306,602",,"308,801","314,506",,"316,870",,"322,752",,
,,,,,,,,,,,,,,,,,,,,,
02021 Office of Volunteer Resources ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,0,,"62,842","59,730",,"59,730","59,730",,"59,730",,"59,730",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"30,931",0,,770,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"30,815",,"30,815","31,585",,"31,585","31,585",,"31,585",,"31,585",,
,,,,,,,,,,,,,,,,,,,,,
601211,,Overtime,,,,,,231,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"11,801",0,,278,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601370,,Part-Time Clerical Salaries,,,,,,0,"11,110",,"11,110","11,388",,"11,388","11,388",,"11,388",,"11,388",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,0,832,,832,832,,857,883,,909,,936,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"2,658","2,600",,"6,561","6,367",,"6,367","6,367",,"6,367",,"6,367",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,622,608,,"1,534","1,489",,"1,489","1,489",,"1,489",,"1,489",,
,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"5,417","5,417",,"16,594","18,884",,"18,884","20,710",,"20,710",,"22,536",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"5,400","5,400",,"10,800","12,314",,"12,314","12,314",,"12,314",,"12,314",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,86,86,,88,"1,087",,"1,087","1,087",,"1,087",,"1,087",,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,262,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,0,884,,884,884,,911,938,,966,,995,,
,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,"2,385","5,979",,"5,979","5,979",,"6,158","6,343",,"6,533",,"6,729",,
,,,,,,,,,,,,,,,,,,,,,
603321,,Volunteer Recognition Reimbursement,,,,,,"23,428","13,257",,"13,257","13,257",,"13,655","14,064",,"14,486",,"14,921",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"13,000",936,,936,936,,936,936,,936,,936,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"1,966","2,424",,"2,904","2,904",,"2,904","2,904",,"2,904",,"2,904",,
,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"2,841","4,621",,"4,621","4,621",,"4,621","4,621",,"4,621",,"4,621",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,155,155,,155,239,,275,316,,363,,418,,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,257,"1,144",,"1,144","1,144",,"1,178","1,214",,"1,250",,"1,288",,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,0,208,,208,208,,214,221,,227,,234,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,0,"2,972",,"2,972","2,972",,"3,061","3,153",,"3,248",,"3,345",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,420,"1,591",,"1,591","1,591",,"1,639","1,688",,"1,739",,"1,791",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,0,364,,364,364,,375,386,,398,,410,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"2,638","1,610",,"5,652","2,500",,"2,575","2,652",,"2,732",,"2,814",,
,,,,,,,,,,,,,,,,,,,,,
606027,,Volunteer Recognition Items,,,,,,"15,922","10,392",,"10,392","10,392",,"10,704","11,025",,"11,356",,"11,696",,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,"2,740",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,687,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,0,572,,572,572,,589,607,,625,,644,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"11,213","12,644",,"12,644","12,644",,"13,023","13,414",,"13,816",,"14,231",,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,0,156,,156,156,,161,166,,170,,176,,
,,,,,,,,,,,,,,,,,,,,,
606421,,Agricultural Supplies,,,,,,477,"1,040",,"1,040","1,040",,"1,071","1,103",,"1,136",,"1,171",,
,,,,,,,,,,,,,,,,,,,,,
606427,,Recreational Supplies,,,,,,5,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
607831,,New Computer Workstation,,,,,,0,0,,"1,900",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
02021 Office of Volunteer Resources ,,,,,,,,"135,542","117,817",,"209,595","206,079",,"207,751","211,303",,"213,086",,"216,755",,
,,,,,,,,,,,,,,,,,,,,,
02030 Media and Communications Group ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"83,150",,"83,150","161,925",,"161,925","161,925",,"161,925",,"161,925",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"253,954",0,,"7,805",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,3,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   3:56:36PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2013,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2011,FY 2012,,FY 2012,FY 2013,,FY 2014,FY 2015,,FY 2016,,FY 2017,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0020 City Manager    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
