"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,0,"1,000",,"1,000","1,000",,"1,000","1,000",,"1,000",,"1,000",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"4,901",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"2,586",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"28,218","23,087",,"23,087","23,000",,"23,065","23,130",,"23,196",,"23,196",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"2,093","5,369",,"5,369","4,942",,"4,942","4,942",,"4,942",,"4,942",,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,101,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"1,165","5,000",,"5,000","4,000",,"4,000","4,000",,"4,000",,"4,000",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"1,974","1,000",,"1,000","1,000",,"1,000","1,000",,"1,000",,"1,000",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"88,844","85,728",,"85,728","85,728",,"85,728","85,728",,"85,728",,"85,728",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605899,,Miscellaneous,,,,,,"9,890","4,901",,"4,901","4,033",,"4,033","4,033",,"4,033",,"4,033",,
,,,,,,,,,,,,,,,,,,,,,
605950,,Mayor's Committee for Aging,,,,,,"3,947",10,,10,10,,10,10,,10,,10,,
,,,,,,,,,,,,,,,,,,,,,
605951,,Mayor's Committee / Persons w/ Disabilities,,,,,,75,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"3,782",200,,200,200,,200,200,,200,,200,,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,-45,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,0,556,,556,556,,556,556,,556,,556,,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"8,860",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
01010 Municipal Council ,,,,,,,,"575,026","533,110",,"538,895","579,315",,"579,380","579,445",,"579,511",,"579,511",,
,,,,,,,,,,,,,,,,,,,,,
,,,0010 Municipal Council,,,,,,"575,026",,"533,110","538,895",,"579,315","579,380",,"579,445",,"579,511",,"579,511"
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0011 City Clerk    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
01011 City Clerk ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,0,"108,822",,"108,822","112,111",,"112,111","112,111",,"112,111",,"112,111",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"379,251",0,,"5,139",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,0,"241,703",,"241,703","249,005",,"249,005","249,005",,"249,005",,"249,005",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"23,328","21,929",,"22,247","23,009",,"23,009","23,009",,"23,009",,"23,009",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"5,609","5,228",,"5,303","5,383",,"5,383","5,383",,"5,383",,"5,383",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"67,086","65,478",,"66,361","62,249",,"59,086","62,249",,"62,249",,"68,575",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,0,,0,"7,923",,"7,923","8,819",,"8,819",,"9,715",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"29,236","46,725",,"46,725","48,752",,"48,752","48,752",,"48,752",,"48,752",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"4,152","4,172",,"4,233","4,297",,"4,297","4,297",,"4,297",,"4,297",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,130,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602403,,Employee Service Awards,,,,,,100,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"10,000","10,000",,"10,000","10,000",,"10,000","10,000",,"10,000",,"10,000",,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,37,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603162,,Advocate Services,,,,,,"48,105",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,"3,809","3,774",,"3,774","3,774",,"3,774","3,774",,"3,774",,"3,774",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"41,405","22,729",,"22,729","24,973",,"24,973","24,973",,"24,973",,"24,973",,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"16,508","8,913",,"8,913","8,913",,"8,913","8,913",,"8,913",,"8,913",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"7,348","6,120",,"6,120","6,120",,"6,120","6,120",,"6,120",,"6,120",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"1,427","2,314",,"2,314","2,159",,"2,159","2,159",,"2,159",,"2,159",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"1,284",856,,856,856,,856,856,,856,,856,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"1,226","1,000",,"1,000","1,000",,"1,000","1,000",,"1,000",,"1,000",,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,943,943,,943,943,,943,943,,943,,943,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"3,557","1,350",,"1,350","1,350",,"1,350","1,350",,"1,350",,"1,350",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:48:29PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0011 City Clerk    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
01011 City Clerk ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"1,266",715,,715,715,,715,715,,715,,715,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605807,,Sister Cities Program,,,,,,"54,874","9,415",,"9,415","9,415",,"9,415","9,415",,"9,415",,"9,415",,
,,,,,,,,,,,,,,,,,,,,,
605899,,Miscellaneous,,,,,,-79,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"5,730","1,300",,"1,300","1,300",,"1,300","1,300",,"1,300",,"1,300",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"15,449",729,,729,729,,729,729,,729,,729,,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,166,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"1,595",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
01011 City Clerk ,,,,,,,,"723,543","564,215",,"570,691","584,976",,"581,813","585,872",,"585,872",,"593,094",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,0011 City Clerk,,,"723,543","564,215",,"570,691","584,976",,"581,813","585,872",,"585,872",,"593,094",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0020 City Manager    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
02010 City Manager ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,0,"868,112",,"868,112","893,796",,"893,796","893,796",,"893,796",,"893,796",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"1,225,963",0,,"18,148",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"83,205",,"83,205","85,719",,"85,719","85,719",,"85,719",,"85,719",,
,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,0,"286,519",,"286,519","297,228",,"297,228","297,228",,"297,228",,"297,228",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"16,433","25,000",,"25,000","25,000",,"25,000","25,000",,"25,000",,"25,000",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"56,841","57,666",,"58,792","61,800",,"63,040","64,280",,"65,520",,"66,760",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"18,289","18,476",,"18,739","19,045",,"19,045","19,045",,"19,045",,"19,045",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"241,269","226,124",,"229,242","245,834",,"233,341","245,834",,"245,834",,"270,817",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"57,356","165,003",,"165,003","172,361",,"172,361","172,361",,"172,361",,"172,361",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"14,589","14,405",,"14,621","14,866",,"14,866","14,866",,"14,866",,"14,866",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,259,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,495,360,,360,600,,600,600,,600,,600,,
,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"36,000","36,000",,"36,000","36,000",,"36,000","36,000",,"36,000",,"36,000",,
,,,,,,,,,,,,,,,,,,,,,
603117,,Technological Services,,,,,,192,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"2,675","9,480",,"9,480","8,280",,"8,280","8,280",,"8,280",,"8,280",,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"10,849","12,125",,"12,125","12,245",,"12,245","12,245",,"12,245",,"12,245",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"3,678","4,953",,"4,953","4,909",,"4,909","4,909",,"4,909",,"4,909",,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"1,124","1,260",,"1,260","1,260",,"1,260","1,260",,"1,260",,"1,260",,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"5,038","6,380",,"6,380","6,580",,"6,580","6,580",,"6,580",,"6,580",,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,"1,885","1,920",,"1,920","1,920",,"1,920","1,920",,"1,920",,"1,920",,
,,,,,,,,,,,,,,,,,,,,,
605402,,Lease/Rent of Bldgs & Land,,,,,,"5,275",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,846,"18,100",,"18,100","16,900",,"16,900","16,900",,"16,900",,"16,900",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"22,851","15,000",,"15,000","15,000",,"15,000","15,000",,"15,000",,"15,000",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"3,862","4,149",,"4,149","3,964",,"3,964","3,964",,"3,964",,"3,964",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"10,866","29,200",,"29,200","21,400",,"21,400","21,400",,"21,400",,"21,400",,
,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"2,420",0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,0,500,,500,500,,500,500,,500,,500,,
,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,20,"2,000",,"2,000","5,000",,"5,000","5,000",,"5,000",,"5,000",,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,101,370,,370,370,,370,370,,370,,370,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,0,"2,286",,"2,286","1,500",,"1,500","1,500",,"1,500",,"1,500",,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,"2,709","7,200",,"7,200","8,400",,"8,400","8,400",,"8,400",,"8,400",,
,,,,,,,,,,,,,,,,,,,,,
608010,,Lease/Rent of Buildings,,,,,,"3,473","9,700",,"9,700","9,700",,"9,700","9,700",,"9,700",,"9,700",,
,,,,,,,,,,,,,,,,,,,,,
02010 City Manager ,,,,,,,,"1,745,357","1,905,493",,"1,928,364","1,970,177",,"1,958,924","1,972,657",,"1,973,897",,"2,000,120",,
,,,,,,,,,,,,,,,,,,,,,
02020 Organization Development Office ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"151,523",,"151,523","200,302",,"200,302","200,302",,"200,302",,"200,302",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"164,284",0,,"2,209",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"52,489","75,000",,"75,000","65,000",,"65,000","65,000",,"65,000",,"65,000",,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"9,961","9,417",,"9,554","12,434",,"12,434","12,434",,"12,434",,"12,434",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"2,330","2,203",,"2,235","2,908",,"2,908","2,908",,"2,908",,"2,908",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"26,156","16,329",,"16,711","17,724",,"16,823","17,724",,"17,724",,"19,525",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,2,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:48:29PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2013,FY 2014,,FY 2014,FY 2015,,FY 2016,FY 2017,,FY 2018,,FY 2019,,
,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
 0020 City Manager    ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
02020 Organization Development Office ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"10,052",,"10,052","11,676",,"11,676","12,997",,"12,997",,"14,318",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"5,237","20,198",,"20,198","27,041",,"27,041","27,041",,"27,041",,"27,041",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,722","1,803",,"1,830","2,384",,"2,384","2,384",,"2,384",,"2,384",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,43,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,360,360,,360,240,,240,240,,240,,240,,
,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,37,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"1,203","1,200",,"1,200","1,200",,"1,200","1,200",,"1,200",,"1,200",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,799,"1,076",,"1,076","1,067",,"1,067","1,067",,"1,067",,"1,067",,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,835,"2,000",,"2,000","2,000",,"2,000","2,000",,"2,000",,"2,000",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,0,300,,300,200,,200,200,,200,,200,,
,,,,,,,,,,,,,,,,,,,,,
605503,,Organizational Learning and Development,,,,,,"2,760","2,200",,"2,200","2,200",,"2,200","2,200",,"2,200",,"2,200",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,99,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"4,481","2,000",,"2,000","2,000",,"2,000","2,000",,"2,000",,"2,000",,
,,,,,,,,,,,,,,,,,,,,,
02020 Organization Development Office ,,,,,,,,"272,797","295,661",,"298,448","348,376",,"347,475","349,697",,"349,697",,"352,819",,
,,,,,,,,,,,,,,,,,,,,,
02021 Office of Volunteer Resources ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"60,931",,"60,931","62,772",,"62,772","62,772",,"62,772",,"62,772",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"92,347",0,,"1,365",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"32,220",,"32,220","33,194",,"33,194","33,194",,"33,194",,"33,194",,
,,,,,,,,,,,,,,,,,,,,,
601311,,Part Time Salaries,,,,,,"12,216",0,,135,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601370,,Part-Time Clerical Salaries,,,,,,0,"12,020",,"12,020","12,220",,"12,220","12,220",,"12,220",,"12,220",,
,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,0,832,,832,832,,832,832,,832,,832,,
,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"6,407","6,521",,"6,614","6,708",,"6,708","6,708",,"6,708",,"6,708",,
,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"1,498","1,524",,"1,546","1,568",,"1,568","1,568",,"1,568",,"1,568",,
,,,,,,,,,,,,,,,,,,,,,
602201,,VRS Plan 1 Retirement,,,,,,"15,738","6,019",,"6,253","6,533",,"6,201","6,533",,"6,533",,"7,196",,
,,,,,,,,,,,,,,,,,,,,,
602206,,VRS Plan 2 Retirement,,,,,,0,"9,554",,"9,554","11,098",,"11,098","12,354",,"12,354",,"13,609",,
,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"9,250","12,417",,"12,417","12,955",,"12,955","12,955",,"12,955",,"12,955",,
,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"1,098","1,108",,"1,125","1,142",,"1,142","1,142",,"1,142",,"1,142",,
,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,43,0,,0,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,0,884,,884,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,12,"5,979",,"5,979","5,979",,"5,979","5,979",,"5,979",,"5,979",,
,,,,,,,,,,,,,,,,,,,,,
603321,,Volunteer Recognition Reimbursement,,,,,,"18,886","13,257",,"13,257","13,257",,"13,257","13,257",,"13,257",,"13,257",,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,"2,524","4,312",,"4,312","4,112",,"4,112","4,112",,"4,112",,"4,112",,
,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,0,936,,936,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"1,885","2,904",,"2,904","1,900",,"1,900","1,900",,"1,900",,"1,900",,
,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,239,321,,321,318,,318,318,,318,,318,,
,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,190,"1,144",,"1,144",844,,844,844,,844,,844,,
,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,0,208,,208,0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
605401,,Lease/Rent of Equipment,,,,,,943,943,,943,943,,943,943,,943,,943,,
,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,215,"2,972",,"2,972","2,972",,"2,972","2,972",,"2,972",,"2,972",,
,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,987,"1,591",,"1,591","1,591",,"1,591","1,591",,"1,591",,"1,591",,
,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,30,364,,364,164,,164,164,,164,,164,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"1,186","2,500",,"2,500","2,500",,"2,500","2,500",,"2,500",,"2,500",,
,,,,,,,,,,,,,,,,,,,,,
606027,,Volunteer Recognition Items,,,,,,"7,964","10,392",,"10,392","10,392",,"10,392","10,392",,"10,392",,"10,392",,
,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,72,572,,572,372,,372,372,,372,,372,,
,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"11,507","12,644",,"12,644","12,644",,"12,644","12,644",,"12,644",,"12,644",,
,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,266,156,,156,156,,156,156,,156,,156,,
,,,,,,,,,,,,,,,,,,,,,
606421,,Agricultural Supplies,,,,,,73,"1,040",,"1,040",700,,700,700,,700,,700,,
,,,,,,,,,,,,,,,,,,,,,
02021 Office of Volunteer Resources ,,,,,,,,"185,574","206,265",,"208,131","207,866",,"207,534","209,122",,"209,122",,"211,040",,
,,,,,,,,,,,,,,,,,,,,,
02030 Media and Communications Group ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,0,"86,942",,"86,942","89,569",,"89,569","89,569",,"89,569",,"89,569",,
,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"235,982",0,,"3,476",0,,0,0,,0,,0,,
,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,0,"150,128",,"150,128","154,666",,"154,666","154,666",,"154,666",,"154,666",,
,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,3,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:48:29PM - ET,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2015,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
